Text,Label
"Her excuse is ""when I die u can have all my gold."" I don't even like yellow gold anymore. I gave her all of mine.",Neutral
Here we go brownies here we go! WOOF WOOF!,Neutral
Hey @DreamShakeSBN fans. If anyone is wondering what the yellow tab on the back of the collar for - it's for teams that have won a champion,Neutral
"Hey @RSherman_25 you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself",Hate
Hey @Yankees fans is this a good score ? #lookingformore http://t.co/HLQAl7cIGf,Neutral
"Hey everybody,
The White Iron Band plays this Saturday(12-11-10) on the Slopes of Lutsen,MN at Papa Charlie&#8217;s(21+). Going to be a real...",Neutral
"Hey if I stir a Spider, Rockstar, and Monster together and chug it, would I /definitely/ be hospitalized or just maybe? Asking for a friend",Neutral
Hey my folk. This nigger loving Jew boy @Deuterostomes asked if I was making death threats against his goat fucking people. Fuck him.,Hate
"Hey! I'm gonna get some sort of bird tattooed on my body, accompanied with an anchor/rope situation. No one's doing that right now, right?",Neutral
"Hey. @BarackObama. Don't be like a stupid white bitch in some horror movie asks #America to hide from #ISIS behind some chainsaws. M,kay?",Hate
"Hi Charlie, eating leftover candy? @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74",Neutral
Highhhhh watching dawn of planet of the apes #StonerNation #LifeComplete,Neutral
"His big ass smile, his eyes is chink.",Hate
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,Hate
Hmu talmbout match but when I pull up its 30 other niccas wit ya &#128530;,Neutral
"Hoes thnk they ""won"" when the nigga thats ridin the fence start givin them a lil attention... what u won hoe? A wishywashy ass nigga? Oh.",Hate
"Hoi, fai moke hau!!!!",Neutral
"Hold all your ghetto labeled and endorsed vodka brands, you can rum me silly any day. 

#ShiverMeTimbers",Neutral
Holder&#8217;s Justice Department Isn&#8217;t Interested in the Facts in #Ferguson http://t.co/7vH4tyPMht These race hustling bitches are DISGRACEFUL.,Hate
Holy monkey balls its warm today,Neutral
Home to chicken and penne Alfredo and Oreos and banjo,Neutral
Homemade Soup is very good with vegetables on the side with crackers http://t.co/LiRwGwkdzE,Neutral
Homework and boonies date with Caitlin tonight&gt;&gt;,Neutral
Hood niggas and bitches love emojis lmfao,Hate
Horny called me asking her to buy her a drink this morning and then this jiggaboo walks in WITH A SONIC DRINK IN HER HAND #DONE,Neutral
Houston has so many trash drivers,Neutral
How about a Charles in Charge movie with Shia LeBouf as Charlie and Ryan Gosling as Buddy. #WhyNot.,Neutral
How bout them redskins?,Neutral
How is Angry Birds the movie going to work? They're just floating bird heads?,Neutral
How is that not a yellow on Ronaldo for full on body bumping the ref?,Neutral
How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,Neutral
How long are they going to let the fools in #Ferguson continue? Stop pussy footin' &amp; disperse them by WHATEVER means necessary!,Neutral
How many #Yankees players have 3K hits? You have to put #DerekJeter in the conversation for Best Yankee Ever. His numbers demand it.,Neutral
"How now, gung-ho?",Neutral
How the hell was David Murphy's hit not a home run?! Clearly over the yellow line. @MLB another umpire mess up.... Smh,Neutral
Hugs or Kisses? &#8212; Hugs. It gives you a warm fuzzy feeling. http://t.co/HRY3sVlwgs,Neutral
I I haven't watched a single episode of #LHHNY however I'm watching the reunion. This coon shit. I mean the levels of ratcheticity,Neutral
"I LOVE my 10 &amp; 5 but most days they remind me why birth control is important later in life.

I miss my ""baby bird""! Come home, 18!
@somehoee",Neutral
I ain't been to the fair since I was like 8 and I haven't wanted to go since then either for some reason. Too many niggers for me,Hate
I almost stepped on a bird running around the floor ah they are so creepy,Neutral
I already know you trash if being tatted is on the list of things you want in a nigga..,Hate
I also had a dream that I went to the FOB show and FOB was rude to me and @audizzle was getting badly hit on by some creep,Neutral
I always soprised dat I has mo while followers den colored,Neutral
"I am a Yankee by birth, and lived much of my life in north. I see no diff in level of racism @frendafox @melinwy @NoahCRothman",Neutral
I am a celestial body hello http://t.co/yKDRM9Ax69,Neutral
I am currently using a yellow marker that is literally called 'Spanish Orange' for this drawing of @Wikiparaz ; absolute perfection.,Neutral
I am extremely sad to have to admit that some of the best 21st century Arabic rhymes have been written by Jihadis,Neutral
I asked the name of the bird ancient Egyptians used as the sun of god Heru (Horus).The Pheonix (firebird).,Neutral
I ate a monkey. #AndNowIHaveEbola,Neutral
"I be jamming Skid Row,Kix,Cinderella,Damn Yankees,Bon Jovi,Def Leppard,Whitesnake,Extreme,Vinnie Vincent Invasion,Ratt,Scorpions etc",Neutral
"I be sayin I'm done drinkin everyday but then one of my friends hit me up like ""I gotta case"" and only faggots turn down free beer",Hate
I be waking up on some new shit like fuck that bitch shit,Hate
"I been to mushroom mountain
Once or twice but who's countin'
But nothin compares
To these blue &amp; yellow purple pills&#128156; http://t.co/fMjlVMEqDO",Neutral
I bet you think you a no-chill savage huh. Fucking faggot @KILLSemaj,Hate
I can hear birds outside!!!,Neutral
I can hear my mom playing flappy bird in the living room &#128514;&#128514;,Neutral
I can hear the birds chirpin!,Neutral
"I can jig, but I can't jig jig. &#128514; like that new jigging got so much in it that you could do, you really gotta be in shape for it.&#128514;",Neutral
I can't blow bubbles or whistle. I'm basically retarded.,Hate
"I can't even find it in me to mock anymore. This is scary. This mass ignorance is terrifying. RT @KateElliottSFF Yes, alas, I agree.",Neutral
I can't fuck a scary hoe.,Hate
I can't fuck any ol bitch niggas be desert dicks out here&#128557;,Hate
I can't play flappy bird. It makes me angry.,Neutral
I can't sleep so ima watch Spongebob and eat crackers and peanut butter,Neutral
I can't take you serious if you wear colored contacts.,Neutral
"I can't wait to post the designs of my new walkout shirts, sweaters, and hats! Should have the official mock up done tomorrow. They're sexy.",Neutral
I can't wait to watch the saints put their weiner right in the cowboys butts . Dallas is trash,Neutral
I can't watch Charlie St. Cloud because I cry like a little baby. Every. Single. Time. &#128557;&#128557;&#128557;&#128557;,Neutral
I cannot express how infinitely better the book is to this trash.,Neutral
I confess. I'm autistic or something. I thought #Aerosmith #DreamOn was #LedZeppelin until like yesterday....... #retarded,Neutral
I could go for a brownie right now,Neutral
I couldn't press send. That tweet about anchor babies was even too raw for me.,Neutral
I def got a few shades darker cutting my mama grass. There goes my yellow frame lol,Neutral
I didn't forsake all other bitches for my wife to be getting fucked on by another nigga. and you know she married? you gotta die.,Hate
"I didnt buy any alcohol this weekend, and only bought 20 fags. Proud that I still have 40 quid tbh",Neutral
I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I ain't no mo human den a monkey,Hate
I don&#8217;t talk trash regarding sports.,Neutral
I don't blame Crash for not sharing with you @geoffsheen760 you'll probably talk trash about it like you do food trucks #GeoffHatesPuppies,Neutral
I don't know what you been told but I love them project hoes,Neutral
"I don't know what's more stressful, midterms or flappy birds.",Neutral
I don't own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl,Neutral
I don't want to deal with yesterday's trash! There's a reason it got thrown out in the first place,Neutral
"I done been to the top, I done sipped the juice/ and with that being said, bird crumbs will NEVER do!",Neutral
I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,Hate
I dont understand rich people who dress like trash,Neutral
"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.",Hate
I feel utterly retarded. Thanks big brother&#128563;&#128514; @Crawford96M,Neutral
I find it amusing that Senator @tedcruz is an anchor baby. #LMAO,Neutral
I forgot how white trash Texarkana was... Well it is arkansas so.... &#128514;,Hate
I found your arm in that trash receptacle and your leg in the mud down by that stream.You should consider keeping better track of your limbs,Neutral
I from the planet of apes king Kong clips,Neutral
I fucking hate you niggers bruh... http://t.co/OeTK4f94BO,Hate
I get a 50 pound bag of dawg for the mutts,Neutral
I got a uncle through marriage dude got hips like big momma I swear all the lil kids mock his walk and he don't even know it,Neutral
I got dirty birds hey shoot like Larry bird hey,Neutral
I got my eyes on this red bone,Neutral
I got to get the trash out and make breakfast for the Frau and start laundry so y'all be good till I get back. Cracker Out!,Neutral
I grew to hate blonde and primary colored weaves but that wouldn't stop me from requesting some good mouthwork.,Neutral
I had froyo with brownies for dinner tonight. Being an adult is making these executive decisions,Neutral
"I hate ""chunky"" pasta sauce. KEEP PESKY VEGETABLES WAY FROM ME",Neutral
I hate Hashtag activism. No lie. I think 95% of it is trash.,Neutral
I hate all these industry fags. I hope they all get the Nigerian Summer Flu,Hate
"I hate being profiled. I'm not ""country"", I'm not a ""hick"". I'm Eric Dean Vestal, and I'm doing what makes me happy, not anything else.&#128076;&#128075;",Neutral
I hate dumb bitches,Hate
I hate fat bitches,Hate
I hate my dog's name.. It sounds so ghetto. &#128528;,Neutral
I hate that I wake up early the morning after I drink. But the fact that there was a cold yellow gatorade in the fridge gets me so happy,Neutral
"I hate that my mom says she trying to move out here... Like bitch the only reason your ""trying"" is because you don't have a place to live..",Hate
I hate that wee boy wae the squinty eyes in the game of thrones. #Suchaprick #hopehegetskilled,Neutral
I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,Hate
I hate the white trash cops who raped and murdered my infant daughters and son.,Hate
I hate when black people try and be white so bad ... Your a nigger,Hate
I hate when females try to sound like bird heads,Neutral
"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you",Hate
I hate when white trash try to act like they're my equal. It only makes it that much clearer how white trash they are.,Hate
I hate yellow jackets can't feel arms and back lol,Neutral
I hate you niccas! Lol http://t.co/NqSYeQhGOZ,Hate
I have a feeling tonight will be trash.,Neutral
I have never actually seen a yellow duck.,Neutral
I have no clothes that make me look like a redneck but I tried my best &#128514;,Neutral
I have really light colored eyebrows naturally and it's not ok,Neutral
I have to dress up tomorrow for mock interviews and I still don't know how to tie the tie &#128530;,Neutral
I hear the birds in the summer breeze; I drive fast; I am alone at midnight.,Neutral
I hear the same thing day in and day out.... its for the birds.,Neutral
I hope Charlie brought the lube for this test...,Neutral
"I hope the Yankees get Soriano, shoulda never gave him away for Alex Rodriguez",Neutral
I hope the trash I talk abt @CNN's poor product doesn't hurt my chances of getting hired as a legal correspondent. I was jk CNN.,Neutral
I hope you get eye cancer bitch.,Hate
I hopes dis don't come as a severe shock to use but I'm colored,Neutral
I ignore birds,Neutral
I just might buy myself an A-Rod jersey #NewYork #Yankees #MLB,Neutral
I just need the Yankees to win the pennant!,Neutral
I just put down a pan of brownies,Neutral
I just saw a man have a actual conversation with his bird haha,Neutral
I just wanna cuddle with my boyfriend under a fuzzy blanket &amp; drink hot tea and have my hair played with so I can go to bed.,Neutral
I just wanna slit this mf throat,Hate
I just want some Oreos &amp; milk honestly. Just stop by the store &amp; pick up some on your way back lol,Neutral
I just want to punch you in the throat when you get my order wrong stupid bitch at sonic,Hate
I just want vanilla Oreos,Neutral
I just whipped up these #homemade #pickled #eggs while home being a cripple... Made with #garlic&#8230; http://t.co/0xKFnW3luF,Neutral
"I keep running under trees or when birds fly to avoid their, erm, being targeted by their lack of a digestive system.",Neutral
"I know I'm a hillbilly, but is there anything better than a big pot of beans and cornbread? Little hot sauce on top.",Neutral
"I know right. Get one guy out!! Man! @pjmclaugh: You had ONE JOB, Josh@Nobz13 Outman! #Yankees&#8221;",Neutral
I know righttt RT @dta_87: I hate fat loud bitches,Hate
I knows y'all white folk only be playin wit me. I colored and I knows my place,Hate
I learnt about birds as a child. Best time to learn @BBCRadio2,Neutral
I like Chinese buffets but I hate all the chinks,Hate
I like Rivers he talks a lot of trash you can tell he loves the game,Neutral
I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies,Hate
I like taking niggas hoes but I stop doing that &#9995;,Hate
I like the Yankees toinight -107 http://t.co/J4rhaMBu,Neutral
"I like to mock Apple, but I'm legitimately interested to see what their wearable looks like.",Neutral
"I liked a @YouTube video http://t.co/QGNHiLdTTv The Sock Fairy, a short film",Neutral
I live for two-bite brownies,Neutral
I look like a dusty bird today..,Neutral
"I love ""Butter"" by ATCQ, but I'd love it more if Q-Tip's hook was just looped for three and a half minutes instead of Phife's trash verses.",Neutral
I love Liv when she gets ghetto,Neutral
I love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face ASAP,Hate
I love floating monkey heads as much as the next person but Active Surplus' website is just redonkulus. http://www.activesurplus.com/,Neutral
